Elias bursts into the neon-drenched slums.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",1
Elias lives in the haze.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",1
Elias checks the surroundings.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",1
Elias is watching from the shadows of the ventilation grate.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",3
Elias is aware that he has been discovered.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",1
Elias burst from his hiding spot.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",3
Elias is sprinting towards the maintenance tunnels.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",1
Elias leads to the backup rig.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",2
"Elias screamed ""Stop.""","Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",2
Elias stumbled with a mechanical arm.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",0
Elias fell to his knees.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",2
Elias pulled the drive.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",0
"Elias looked at the progress bar, Lyra.","Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",1
Elias looked back at Lyra.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",2
"Elias whispered, ""No, I can't.""","Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",3
Elias's left arm whirs softly.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",1
The elite reside in purified skyscrapers.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",2
"Lyra had the advantage of the terrain, specifically high ground.","Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",0
Lyra heard Elias.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",1
Lyra wanted data.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",3
"Lyra told Elias that he cannot stop her, as it is too late.","Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",4
Lyra leads a manhunt for a digital signature.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",1
Lyra experiences annoyance.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",2
Lyra deactivates camouflage.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",1
Lyra steps out of the shadow.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",1
Lyra approaches three figures.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",3
Lyra assesses the threat.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",1
Lyra activates her right arm.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",0
Lyra moves with fluidity.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",0
Lyra delivers a hydraulic kick.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",0
Lyra sidesteps the main artery.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",0
Lyra severs the main artery.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",0
Lyra was upon two attackers.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",1
Lyra turned Elias.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",1
Lyra chose not to pursue Elias.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",4
Lyra activated the localized jammer.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",2
Lyra stood over Elias.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",4
Lyra looked at Elias.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",1
Elias possessed data.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",1
Elias told the person that they should have kept their mouth shut.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",2
Elias sits on the cluttered terminal.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",0
Elias manipulates keys.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",3
Elias contrasts the sleek limbs of elite.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",0
Elias initiates the bypass sequence.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",1
